Date;Open*;High;Low;Close**;Volume;Market Cap
Sep 16, 2022;1,471.93;1,480.56;1,415.58;1,432.45;16,764,804,299;175,325,880,263
Sep 15, 2022;1,635.08;1,648.95;1,466.14;1,471.69;26,946,275,878;180,110,291,828
Sep 14, 2022;1,574.86;1,642.16;1,564.03;1,634.76;17,897,150,206;200,044,200,374
Sep 13, 2022;1,713.96;1,745.78;1,564.03;1,580.79;23,066,821,734;193,422,316,198
Sep 12, 2022;1,762.08;1,778.16;1,698.29;1,713.77;17,688,391,310;209,669,571,068
Sep 11, 2022;1,775.98;1,782.73;1,730.16;1,761.80;12,464,301,922;215,523,920,726
Sep 10, 2022;1,718.96;1,784.50;1,710.30;1,776.20;13,130,928,217;217,263,495,408
Sep 09, 2022;1,635.19;1,735.81;1,632.84;1,719.09;20,242,323,690;210,255,158,290
Sep 08, 2022;1,629.81;1,655.06;1,603.06;1,635.35;17,621,046,717;199,992,630,006
Sep 07, 2022;1,560.91;1,651.05;1,500.01;1,629.91;19,560,363,854;199,305,881,390
Sep 06, 2022;1,617.24;1,680.60;1,561.75;1,561.75;22,946,059,125;190,949,580,969
Sep 05, 2022;1,577.88;1,621.66;1,559.78;1,617.18;13,060,541,168;197,707,916,936
Sep 04, 2022;1,556.90;1,578.01;1,543.70;1,577.64;8,884,144,998;192,853,381,586
Sep 03, 2022;1,577.21;1,579.45;1,541.67;1,556.87;9,516,825,994;190,294,120,192
Sep 02, 2022;1,586.02;1,643.18;1,551.88;1,577.22;17,708,478,709;192,760,741,606
Sep 01, 2022;1,553.76;1,593.08;1,520.19;1,586.18;16,434,276,817;193,834,454,492
Aug 31, 2022;1,524.29;1,612.36;1,524.29;1,553.68;20,591,680,941;189,843,590,076
Aug 30, 2022;1,553.19;1,600.46;1,480.83;1,523.84;21,835,784,470;186,176,738,543
Aug 29, 2022;1,430.44;1,556.31;1,427.73;1,553.04;17,965,837,488;189,722,196,186
Aug 28, 2022;1,491.21;1,505.79;1,430.55;1,430.55;12,823,572,918;174,741,315,285
Aug 27, 2022;1,508.16;1,517.15;1,454.28;1,491.40;18,120,831,899;182,154,372,411
Aug 26, 2022;1,696.32;1,698.56;1,498.77;1,507.78;26,713,710,143;184,136,247,398
Aug 25, 2022;1,657.34;1,718.18;1,656.86;1,696.46;14,818,795,695;207,155,539,271
Aug 24, 2022;1,662.70;1,686.56;1,610.10;1,657.06;16,780,932,907;202,323,303,041
Aug 23, 2022;1,622.94;1,666.68;1,569.43;1,662.77;18,322,041,914;202,998,758,195
Aug 22, 2022;1,619.17;1,622.78;1,535.01;1,622.51;18,557,078,599;198,061,389,785
Aug 20, 2022;1,612.65;1,652.22;1,534.30;1,577.00;18,334,580,263;192,465,075,466
Aug 19, 2022;1,847.10;1,847.10;1,611.34;1,612.99;25,906,358,731;196,835,222,643
Aug 18, 2022;1,833.72;1,876.38;1,826.96;1,847.01;14,999,352,229;225,368,717,991
Aug 17, 2022;1,877.93;1,951.68;1,823.53;1,833.00;20,308,508,124;223,635,240,252
Aug 16, 2022;1,902.83;1,910.75;1,862.27;1,878.14;15,637,578,930;229,117,813,779
Aug 15, 2022;1,936.76;2,007.21;1,881.86;1,904.23;20,349,931,313;232,274,942,657
Aug 14, 2022;1,981.78;2,022.79;1,919.01;1,936.80;14,062,754,456;236,222,871,624
Aug 13, 2022;1,957.33;2,013.76;1,948.60;1,981.34;16,038,975,216;241,628,050,424
Aug 12, 2022;1,880.90;1,957.55;1,860.08;1,957.25;17,168,141,904;238,664,195,002
Aug 11, 2022;1,851.83;1,927.94;1,851.83;1,881.22;23,826,986,482;229,369,148,921
Aug 10, 2022;1,702.91;1,869.40;1,665.09;1,851.74;23,512,477,984;225,750,054,993
Aug 09, 2022;1,776.07;1,786.12;1,675.85;1,703.03;16,368,619,692;207,597,034,307
Aug 08, 2022;1,699.69;1,806.89;1,697.41;1,775.52;16,841,424,404;216,409,762,110
Aug 07, 2022;1,691.78;1,724.79;1,672.91;1,699.35;10,252,090,340;207,103,611,495
Aug 06, 2022;1,732.66;1,744.33;1,691.66;1,691.66;11,757,911,705;206,143,302,111
Aug 05, 2022;1,607.52;1,732.25;1,606.50;1,732.25;18,546,491,876;211,067,071,405
Aug 04, 2022;1,618.89;1,658.51;1,585.33;1,608.21;14,467,440,626;195,930,417,589
Aug 03, 2022;1,633.05;1,678.10;1,595.63;1,618.87;16,786,218,830;197,208,540,575
Aug 02, 2022;1,634.65;1,672.63;1,567.85;1,632.95;20,426,082,309;198,900,803,868
Aug 01, 2022;1,681.45;1,700.17;1,613.42;1,635.20;16,191,371,176;199,152,780,196
Jul 31, 2022;1,695.88;1,745.88;1,672.61;1,681.52;14,200,735,370;204,771,722,889
Jul 30, 2022;1,727.06;1,738.02;1,678.11;1,695.97;15,576,977,870;206,508,772,876
Jul 29, 2022;1,725.62;1,759.88;1,662.79;1,727.41;23,249,531,113;210,313,498,732
Jul 28, 2022;1,636.23;1,774.58;1,604.89;1,725.47;27,231,399,966;210,050,435,904
Jul 27, 2022;1,443.73;1,636.80;1,423.62;1,636.23;23,007,524,016;199,168,822,142
Jul 26, 2022;1,445.15;1,445.15;1,362.95;1,441.81;18,238,563,509;175,483,010,010
Jul 25, 2022;1,599.16;1,605.34;1,445.38;1,445.38;20,585,056,021;175,898,851,084
Jul 24, 2022;1,549.22;1,654.43;1,548.67;1,599.48;17,217,849,557;194,630,191,920
Jul 23, 2022;1,536.46;1,591.63;1,495.68;1,549.30;14,998,811,383;188,503,496,052
Jul 22, 2022;1,576.75;1,641.21;1,523.64;1,537.41;18,926,100,582;187,035,568,058
Jul 21, 2022;1,520.37;1,595.76;1,472.19;1,576.75;20,009,556,587;191,800,749,216
Jul 20, 2022;1,542.95;1,612.65;1,500.80;1,520.20;22,942,708,340;184,901,273,324
Jul 19, 2022;1,578.38;1,607.03;1,501.80;1,542.98;27,753,529,276;187,650,624,168
Jul 18, 2022;1,338.81;1,578.72;1,338.81;1,578.72;27,440,420,623;191,975,962,096
Jul 17, 2022;1,353.21;1,378.42;1,329.76;1,338.64;16,079,711,737;162,763,136,860
Jul 16, 2022;1,232.79;1,377.94;1,195.61;1,352.63;18,364,013,796;164,446,216,964
Jul 15, 2022;1,191.67;1,275.78;1,182.90;1,233.13;17,411,448,225;149,901,581,969
Jul 14, 2022;1,113.52;1,202.95;1,077.41;1,191.53;16,688,640,823;144,828,136,302
Jul 13, 2022;1,038.19;1,113.59;1,019.22;1,113.59;18,302,588,147;135,338,329,618
Jul 12, 2022;1,097.26;1,097.26;1,038.14;1,038.19;12,583,282,453;126,162,583,561
Jul 11, 2022;1,168.14;1,169.19;1,095.00;1,097.24;12,064,180,410;133,322,814,436
Jul 10, 2022;1,216.90;1,216.90;1,157.18;1,168.40;10,984,558,039;141,954,129,137
Jul 09, 2022;1,222.31;1,228.77;1,209.38;1,216.98;8,821,353,104;147,839,484,293
Jul 08, 2022;1,237.58;1,262.89;1,200.63;1,222.51;16,315,929,082;148,494,701,910
Jul 07, 2022;1,186.96;1,246.89;1,165.62;1,237.59;14,230,795,894;150,310,328,517
Jul 06, 2022;1,134.82;1,193.64;1,116.25;1,186.97;15,373,536,703;144,146,515,578
Jul 05, 2022;1,150.51;1,165.68;1,086.83;1,134.54;16,195,518,291;137,763,639,219
Jul 04, 2022;1,073.79;1,152.94;1,048.40;1,151.06;13,670,889,311;139,753,790,719
Jul 03, 2022;1,066.47;1,083.42;1,044.01;1,073.77;8,557,248,150;130,354,920,626
Jul 02, 2022;1,060.12;1,073.05;1,033.96;1,066.51;9,935,603,640;129,459,761,680
Jul 01, 2022;1,068.32;1,100.22;1,040.15;1,059.77;17,499,453,625;128,626,459,283
Jun 30, 2022;1,099.35;1,103.69;1,009.09;1,067.30;16,350,755,497;129,526,314,725
Jun 29, 2022;1,144.52;1,152.68;1,092.10;1,098.94;15,386,286,815;133,353,794,241
Jun 28, 2022;1,193.25;1,229.74;1,141.16;1,144.58;14,023,205,651;138,878,854,102
Jun 27, 2022;1,199.71;1,234.18;1,179.79;1,193.68;12,492,225,250;144,823,390,350
Jun 26, 2022;1,242.99;1,272.13;1,199.41;1,199.83;12,096,607,824;145,556,215,206
Jun 25, 2022;1,226.72;1,246.39;1,184.56;1,243.45;12,481,946,184;150,833,549,828
Jun 24, 2022;1,143.20;1,238.62;1,134.51;1,226.84;16,981,552,654;148,805,951,210
Jun 23, 2022;1,051.33;1,146.49;1,050.22;1,143.39;14,657,862,919;138,670,376,993
Jun 22, 2022;1,125.37;1,126.26;1,049.76;1,051.42;15,010,593,493;127,505,209,522
Jun 21, 2022;1,127.51;1,185.43;1,112.57;1,124.82;15,632,089,439;136,394,173,951
Jun 20, 2022;1,127.66;1,159.99;1,066.11;1,127.64;19,739,691,429;136,722,871,084
Jun 19, 2022;993.40;1,142.34;943.12;1,127.66;21,795,481,981;136,710,815,910
Jun 18, 2022;1,086.38;1,095.17;896.11;993.64;21,655,406,608;120,451,036,891
Jun 17, 2022;1,067.99;1,112.47;1,060.87;1,086.52;14,591,486,540;131,697,196,726
Jun 16, 2022;1,233.60;1,246.14;1,058.78;1,067.73;18,907,671,369;129,406,748,348
Jun 15, 2022;1,211.37;1,236.63;1,025.68;1,233.21;37,539,999,450;149,446,989,787
Jun 14, 2022;1,204.56;1,252.47;1,094.70;1,211.66;33,327,826,525;146,821,604,380
Jun 13, 2022;1,443.84;1,448.74;1,181.95;1,204.58;45,162,788,786;145,949,007,641
Jun 12, 2022;1,530.19;1,539.71;1,436.18;1,445.22;23,465,074,882;175,086,938,732
Jun 11, 2022;1,665.22;1,679.31;1,507.04;1,529.66;21,127,089,064;185,298,897,902
Jun 10, 2022;1,789.69;1,797.61;1,663.43;1,665.04;18,504,740,451;201,677,680,445
Jun 09, 2022;1,793.51;1,827.29;1,779.87;1,789.83;12,013,083,393;216,770,182,921
Jun 08, 2022;1,814.10;1,830.68;1,770.23;1,793.57;18,041,476,023;217,202,109,119
Jun 07, 2022;1,859.33;1,862.91;1,729.41;1,814.05;24,020,076,750;219,659,418,081
Jun 06, 2022;1,805.64;1,915.03;1,804.99;1,859.29;16,518,471,852;225,114,630,766
Jun 05, 2022;1,801.82;1,825.86;1,777.13;1,805.20;8,850,385,937;218,544,227,814
Jun 04, 2022;1,775.22;1,810.30;1,751.53;1,801.61;8,677,951,273;218,086,698,232
Jun 03, 2022;1,834.14;1,840.06;1,746.51;1,775.08;14,878,001,811;214,853,197,853
Jun 02, 2022;1,822.41;1,845.31;1,789.66;1,834.15;17,065,041,354;221,979,536,504
Jun 01, 2022;1,942.05;1,965.17;1,776.05;1,823.57;21,037,797,760;220,675,468,264
May 31, 2022;1,996.41;2,005.49;1,932.35;1,942.33;18,363,115,560;235,021,820,715
May 30, 2022;1,811.89;2,005.21;1,804.46;1,996.44;19,580,808,705;241,543,951,897
May 29, 2022;1,792.18;1,818.78;1,765.94;1,812.03;10,642,556,101;219,209,358,147
May 28, 2022;1,762.48;1,800.47;1,724.64;1,792.42;12,897,702,711;216,813,374,963
May 27, 2022;1,802.54;1,814.66;1,721.26;1,724.92;25,470,760,032;208,627,071,823
May 26, 2022;1,945.03;1,962.17;1,759.20;1,803.91;23,458,681,818;218,157,454,743
May 25, 2022;1,978.68;2,014.37;1,943.94;1,944.83;13,364,545,730;235,174,141,324
May 24, 2022;1,972.39;1,991.54;1,920.69;1,978.98;13,057,109,007;239,278,614,834
May 23, 2022;2,042.34;2,080.33;1,964.39;1,972.18;16,434,529,708;238,431,020,387
May 22, 2022;1,974.67;2,047.19;1,966.04;2,043.17;10,941,123,403;246,986,847,793
May 21, 2022;1,961.02;1,985.40;1,944.27;1,974.52;8,546,822,406;238,662,541,735
May 20, 2022;2,018.00;2,054.80;1,926.68;1,961.32;15,892,482,289;237,041,503,833
May 19, 2022;1,916.15;2,028.39;1,907.02;2,018.34;18,734,247,914;243,906,956,357
May 18, 2022;2,090.46;2,102.33;1,916.66;1,916.66;17,740,965,589;231,594,842,726
May 17, 2022;2,022.88;2,113.06;2,015.97;2,090.41;18,509,929,297;252,562,157,297
May 16, 2022;2,145.84;2,145.84;1,988.81;2,022.73;21,459,552,191;244,357,879,748
May 15, 2022;2,056.18;2,147.19;2,008.16;2,145.71;14,846,088,335;259,186,464,087
May 14, 2022;2,014.28;2,063.43;1,956.57;2,056.27;15,457,044,616;248,356,265,278
May 13, 2022;1,960.12;2,139.71;1,941.98;2,014.42;24,816,096,567;243,274,721,467
May 12, 2022;2,072.50;2,170.46;1,748.30;1,961.70;42,463,486,402;236,882,074,239
May 11, 2022;2,342.75;2,441.08;2,018.86;2,072.11;45,743,399,154;250,186,937,448
May 10, 2022;2,242.65;2,450.76;2,206.76;2,343.51;38,202,099,639;282,924,938,115
May 09, 2022;2,518.51;2,528.26;2,238.06;2,245.43;36,333,567,678;271,054,331,837
May 08, 2022;2,636.12;2,638.83;2,498.43;2,517.46;20,802,269,935;303,859,041,427
May 07, 2022;2,694.99;2,696.65;2,599.52;2,636.09;13,369,276,367;318,142,976,736
May 06, 2022;2,748.93;2,754.84;2,645.34;2,694.98;21,027,599,270;325,214,199,379
May 05, 2022;2,940.23;2,948.96;2,704.92;2,749.21;22,642,925,048;331,722,438,860
May 04, 2022;2,783.13;2,956.69;2,779.27;2,940.64;18,186,749,944;354,781,969,604
May 03, 2022;2,857.15;2,859.19;2,762.12;2,783.48;13,026,093,219;335,783,385,600
May 02, 2022;2,827.61;2,874.15;2,785.52;2,857.41;18,609,741,545;344,664,213,659
May 01, 2022;2,729.99;2,838.70;2,728.08;2,827.76;15,332,730,152;341,049,885,442
Apr 30, 2022;2,815.53;2,836.83;2,727.41;2,730.19;13,520,941,867;329,245,687,215
Apr 29, 2022;2,936.78;2,943.45;2,782.44;2,815.60;18,771,041,399;339,508,249,529
Apr 28, 2022;2,888.85;2,973.13;2,861.82;2,936.94;18,443,524,633;354,099,998,307
Apr 27, 2022;2,808.65;2,911.88;2,802.27;2,888.93;17,419,284,041;348,272,874,148
Apr 26, 2022;3,008.95;3,026.42;2,786.25;2,808.30;19,052,045,399;338,514,769,949
Apr 25, 2022;2,922.99;3,018.42;2,804.51;3,009.39;22,332,690,614;362,714,896,494
Apr 24, 2022;2,937.35;2,961.88;2,922.13;2,922.73;9,696,829,579;352,230,955,094
Apr 23, 2022;2,964.80;2,975.32;2,926.74;2,938.11;9,116,955,609;354,042,065,766
Apr 22, 2022;2,986.94;3,024.85;2,942.36;2,964.84;16,782,795,477;357,225,521,174
Apr 21, 2022;3,077.83;3,173.45;2,962.41;2,987.48;20,783,591,093;359,913,941,107
Apr 20, 2022;3,103.93;3,157.89;3,045.29;3,077.75;15,547,362,265;370,747,899,753
Apr 19, 2022;3,057.57;3,125.08;3,035.54;3,104.11;14,156,035,096;373,881,545,796
Apr 18, 2022;2,993.48;3,062.52;2,893.91;3,057.61;18,629,381,299;368,239,502,264
Apr 17, 2022;3,061.88;3,075.78;2,989.04;2,993.40;10,463,091,281;360,466,921,074
Apr 16, 2022;3,041.12;3,074.89;3,016.42;3,062.31;8,766,710,365;368,723,505,202
Apr 15, 2022;3,020.13;3,044.29;3,001.12;3,040.92;11,256,651,536;366,106,878,801
Apr 14, 2022;3,117.82;3,139.93;2,988.44;3,019.91;15,821,419,931;363,537,133,351
Apr 13, 2022;3,029.88;3,123.58;3,006.48;3,118.34;16,088,473,629;375,344,730,159
Apr 12, 2022;2,981.42;3,077.45;2,957.87;3,030.38;20,235,707,410;364,715,602,736
Apr 11, 2022;3,209.58;3,214.46;2,962.76;2,981.05;21,891,804,831;358,739,023,179
Apr 10, 2022;3,261.29;3,303.00;3,211.87;3,211.87;10,427,054,790;386,471,827,351
Apr 09, 2022;3,191.98;3,261.96;3,187.47;3,261.92;9,908,112,156;392,450,014,876
Apr 08, 2022;3,233.27;3,301.61;3,179.14;3,192.07;17,557,050,669;384,004,266,017
Apr 07, 2022;3,172.20;3,263.47;3,155.58;3,233.27;16,745,496,605;388,917,301,310
Apr 06, 2022;3,411.67;3,411.67;3,171.20;3,171.69;25,632,563,639;381,466,903,809
Apr 05, 2022;3,521.24;3,546.71;3,410.55;3,411.79;16,681,503,199;410,298,423,739
Apr 04, 2022;3,522.36;3,535.15;3,422.00;3,521.24;18,209,969,743;423,413,008,036
Apr 03, 2022;3,444.81;3,573.96;3,421.26;3,522.83;15,333,808,649;423,557,081,705
Apr 02, 2022;3,449.79;3,521.28;3,442.00;3,445.06;23,571,556,215;414,159,902,497
Apr 01, 2022;3,282.58;3,467.56;3,223.89;3,449.55;20,982,988,937;414,654,032,151
Mar 31, 2022;3,385.29;3,435.13;3,272.93;3,281.64;17,685,495,686;394,425,928,251
Mar 30, 2022;3,401.53;3,435.29;3,349.24;3,385.16;15,302,506,131;406,821,918,325
Mar 29, 2022;3,335.02;3,470.19;3,335.02;3,401.99;19,533,323,636;408,798,491,703
Mar 28, 2022;3,292.32;3,424.02;3,279.03;3,336.63;20,620,450,770;400,900,140,647
Mar 27, 2022;3,143.80;3,291.58;3,130.00;3,291.58;13,431,866,834;395,441,924,036
Mar 26, 2022;3,106.41;3,146.83;3,091.83;3,143.18;8,876,420,740;377,571,096,915
Mar 25, 2022;3,108.45;3,183.96;3,087.49;3,106.67;17,030,503,831;373,143,966,537
Mar 24, 2022;3,031.06;3,118.39;3,012.33;3,108.06;18,070,503,166;373,268,685,628
Mar 23, 2022;2,973.15;3,036.75;2,933.31;3,031.07;16,008,767,658;363,981,070,562
Mar 22, 2022;2,897.77;3,040.38;2,892.54;2,973.13;16,830,539,230;356,983,458,904
Mar 21, 2022;2,860.10;2,954.56;2,838.25;2,897.98;15,206,116,098;347,920,723,063
Mar 20, 2022;2,946.55;2,956.97;2,826.11;2,860.46;12,684,727,326;343,377,833,604
Mar 19, 2022;2,944.72;2,979.99;2,910.80;2,946.26;11,576,463,120;353,637,851,553
Mar 18, 2022;2,814.43;2,973.62;2,774.86;2,945.34;15,830,879,093;353,488,093,017
Mar 17, 2022;2,771.96;2,826.16;2,751.56;2,814.85;12,685,265,194;337,789,077,518
Mar 16, 2022;2,620.03;2,781.31;2,610.76;2,772.06;17,915,109,769;332,615,747,238
Mar 15, 2022;2,590.67;2,662.33;2,515.77;2,620.15;12,861,105,614;314,353,415,766
Mar 14, 2022;2,518.49;2,604.03;2,505.30;2,590.70;11,244,398,839;310,784,628,715
Mar 13, 2022;2,573.49;2,594.55;2,503.89;2,518.94;8,632,000,379;302,142,844,336
Mar 12, 2022;2,559.66;2,606.44;2,559.13;2,574.75;6,532,996,574;308,802,688,253
Mar 11, 2022;2,608.27;2,664.56;2,534.69;2,559.56;12,382,419,582;306,945,646,022
Mar 10, 2022;2,729.12;2,729.12;2,566.19;2,608.05;13,292,477,213;312,725,132,203
Mar 09, 2022;2,577.17;2,761.80;2,573.66;2,729.78;14,173,665,398;327,284,646,384
Mar 08, 2022;2,497.72;2,618.17;2,489.76;2,576.75;13,922,922,903;308,901,634,237
Mar 07, 2022;2,555.30;2,639.94;2,455.59;2,497.77;14,594,098,731;299,399,838,914
Mar 06, 2022;2,664.94;2,673.64;2,555.04;2,555.04;8,872,976,607;306,229,430,306
Mar 05, 2022;2,618.47;2,679.10;2,596.99;2,664.83;8,072,368,396;319,352,820,653
Mar 04, 2022;2,834.99;2,835.18;2,587.75;2,617.16;14,496,939,024;313,604,105,839
Mar 03, 2022;2,950.16;2,964.67;2,797.32;2,834.47;13,091,199,728;339,605,220,817
Mar 02, 2022;2,972.47;3,026.87;2,919.94;2,950.12;16,636,517,503;353,421,574,640
Mar 01, 2022;2,919.78;3,029.65;2,868.94;2,972.49;18,757,425,786;356,060,928,142
Feb 28, 2022;2,621.17;2,929.18;2,586.39;2,919.20;19,266,124,733;349,638,704,204
Feb 27, 2022;2,780.50;2,831.13;2,581.62;2,621.80;16,150,857,254;313,983,181,396
Feb 26, 2022;2,764.99;2,849.42;2,745.01;2,781.11;11,724,648,351;333,024,181,663
Feb 25, 2022;2,598.44;2,821.97;2,579.21;2,764.54;17,208,902,048;331,001,574,996
Feb 24, 2022;2,588.17;2,689.05;2,308.91;2,598.07;29,312,342,666;311,035,019,270
Feb 23, 2022;2,639.45;2,741.37;2,587.41;2,590.36;13,382,637,240;310,077,026,340
Feb 22, 2022;2,572.90;2,648.92;2,510.68;2,639.30;16,360,200,507;315,899,223,813
Feb 21, 2022;2,627.67;2,752.46;2,568.25;2,573.82;18,646,392,740;308,026,942,925
Feb 20, 2022;2,763.76;2,763.76;2,585.95;2,628.65;11,641,437,834;314,553,542,349
Feb 19, 2022;2,784.87;2,826.35;2,707.38;2,763.70;9,774,183,169;330,676,602,382
Feb 18, 2022;2,884.34;2,937.31;2,761.64;2,785.73;15,748,173,433;333,274,482,393
Feb 17, 2022;3,126.86;3,154.62;2,861.85;2,881.48;15,860,206,214;344,691,405,366
Feb 16, 2022;3,180.45;3,181.62;3,055.17;3,127.83;12,352,406,833;374,117,832,127
Feb 15, 2022;2,933.73;3,185.52;2,917.86;3,179.88;13,921,257,873;380,300,250,254
Feb 14, 2022;2,880.19;2,957.96;2,840.26;2,933.48;12,164,552,172;350,792,159,064
Feb 13, 2022;2,916.79;2,947.78;2,845.40;2,883.46;9,054,963,563;344,772,260,795
Feb 12, 2022;2,927.39;2,980.08;2,870.18;2,917.36;11,254,355,757;348,785,733,007
Feb 11, 2022;3,077.41;3,127.45;2,888.71;2,927.38;16,043,881,065;349,944,259,218
Feb 10, 2022;3,240.11;3,271.32;3,070.38;3,077.48;18,629,485,080;367,845,386,121
Feb 09, 2022;3,121.18;3,263.16;3,063.16;3,239.46;13,951,308,490;387,161,915,316
Feb 08, 2022;3,143.01;3,219.47;3,038.38;3,122.61;17,136,080,906;373,154,427,925
Feb 07, 2022;3,057.42;3,182.53;3,002.93;3,142.47;15,197,063,785;375,485,569,686
Feb 06, 2022;3,014.96;3,061.26;2,965.43;3,057.48;9,466,018,022;365,288,302,067
Feb 05, 2022;2,984.45;3,054.13;2,966.78;3,014.65;13,102,093,957;360,130,344,738
Feb 04, 2022;2,681.06;2,983.59;2,675.44;2,983.59;18,987,223,729;356,379,709,501
Feb 03, 2022;2,682.23;2,712.48;2,587.78;2,679.16;12,755,505,065;319,980,125,796
Feb 02, 2022;2,791.96;2,802.21;2,630.12;2,682.85;13,876,301,217;320,384,932,826
Feb 01, 2022;2,687.90;2,802.32;2,682.62;2,792.12;13,194,846,235;333,395,296,200
Jan 31, 2022;2,603.26;2,697.74;2,489.07;2,688.28;13,778,234,614;320,959,888,865
Jan 30, 2022;2,598.56;2,631.41;2,550.46;2,603.47;9,501,221,177;310,798,780,839
Jan 29, 2022;2,546.59;2,627.61;2,526.99;2,597.08;11,172,062,661;310,001,494,765
Jan 28, 2022;2,421.65;2,548.78;2,367.83;2,547.09;14,666,227,351;303,999,533,601
Jan 27, 2022;2,467.19;2,510.45;2,328.45;2,423.00;16,126,522,783;289,156,264,094
Jan 26, 2022;2,455.58;2,705.78;2,417.68;2,468.03;21,229,909,340;294,496,473,175
Jan 25, 2022;2,440.39;2,498.51;2,359.38;2,455.93;16,179,776,932;293,019,902,304
Jan 24, 2022;2,535.89;2,537.21;2,172.30;2,440.35;28,220,804,648;291,127,719,901
Jan 23, 2022;2,406.92;2,542.14;2,381.52;2,535.04;16,481,489,511;302,389,263,381
Jan 22, 2022;2,561.15;2,615.25;2,330.25;2,405.18;27,369,692,036;286,866,655,647
Jan 21, 2022;3,002.96;3,029.08;2,496.81;2,557.93;26,796,291,874;305,050,189,407
Jan 20, 2022;3,095.27;3,265.34;3,000.91;3,001.12;10,645,922,764;357,862,901,302
Jan 19, 2022;3,163.85;3,171.16;3,055.21;3,095.83;13,187,424,144;369,113,617,589
Jan 18, 2022;3,212.29;3,236.02;3,096.12;3,164.03;13,024,154,091;377,202,294,416
Jan 17, 2022;3,350.95;3,355.82;3,157.22;3,212.30;12,344,309,617;382,914,238,639
Jan 16, 2022;3,330.39;3,376.40;3,291.56;3,350.92;9,505,934,874;399,392,136,112
Jan 15, 2022;3,309.84;3,364.54;3,278.67;3,330.53;9,619,999,078;396,916,629,873
Jan 14, 2022;3,248.65;3,330.77;3,203.82;3,310.00;13,562,957,230;394,425,210,962
Jan 13, 2022;3,372.10;3,396.97;3,247.92;3,248.29;15,294,466,275;387,027,270,412
Jan 12, 2022;3,238.45;3,401.22;3,216.72;3,372.26;16,662,871,689;401,752,380,546
Jan 11, 2022;3,082.99;3,247.51;3,061.14;3,238.11;15,211,447,193;385,726,806,148
Jan 10, 2022;3,157.57;3,177.21;2,947.68;3,083.10;19,535,744,145;367,219,283,311
Jan 09, 2022;3,091.70;3,206.79;3,075.91;3,157.75;12,334,683,863;376,068,612,894
Jan 08, 2022;3,193.50;3,240.30;3,020.88;3,091.97;16,037,732,700;368,192,421,487
Jan 07, 2022;3,417.84;3,420.46;3,117.38;3,193.21;24,494,179,209;380,204,321,962
Jan 06, 2022;3,549.71;3,549.71;3,335.38;3,418.41;24,293,791,313;406,971,721,364
Jan 05, 2022;3,794.27;3,842.06;3,456.75;3,550.39;18,061,338,502;422,636,379,036
Jan 04, 2022;3,761.36;3,876.79;3,723.35;3,794.06;14,030,925,983;451,591,466,825
Jan 03, 2022;3,829.54;3,836.20;3,698.05;3,761.38;12,080,777,893;447,650,792,404
Jan 02, 2022;3,769.30;3,836.16;3,727.36;3,829.57;9,881,471,548;455,713,570,381
Jan 01, 2022;3,683.05;3,769.92;3,682.29;3,769.70;9,776,191,466;448,537,615,143
